,,Item,,Description,,Type,,Cost,,Price,,Sales Tax Code,,Purchase Tax Code,,Quantity On Hand,,Quantity On Sales Order,,Reorder Pt (Min),,Quantity On Purchase Order,,U/M Set,,U/M,,Preferred Vendor
,,PRE-9007073,,PREMIER HEMODENT 40 CC,,Inventory Part,,29.20,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9007091,,PREMIER TRAXODENT PASTE VALUE PACK,,Inventory Part,,167.84,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9007092,,PREMIER HEMODENT TRAXODENT APPLICATOR TIPS 50/PK,,Inventory Part,,24.72,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9007093,,PREMIER TRAXODENT PASTE STARTER PACK,,Inventory Part,,58.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9007131,,PREMIER RC PREP 18G./JAR,,Inventory Part,,16.27,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9007133,,PREMIER RC PREP JAR 227 G.,,Inventory Part,,154.33,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9007135,,PREMIER RC PREP SYRINGE 9gm 2/PK,,Inventory Part,,20.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9007402,,NUPRO PROPHY PASTE MINT CUPS,,Inventory Part,,23.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9011103,,PREMIER PRO CLEAN STAIN CLEANER 10/CS,,Inventory Part,,17.33,,0.56,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,PRE-9061070,,PREMIER CONTOURED METAL BANDS,,Inventory Part,,10.11,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,PRE-9061100,,PREMIER SYCAMORE WEDGES #13XT NEUTRAL 400/BX,,Inventory Part,,19.64,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,PRE-9061101,,PREMIER SYCAMORE WEDGES #13T GREEN 400/BX,,Inventory Part,,19.63,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,PRE-9061106,,PREMIER SYCAMORE WEDGES ULTRA THIN ORANGE (400/BX),,Inventory Part,,19.64,,0.07,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,PRE-9061109,,PREMIER SYCAMORE WEDGES MINI LIGHT BLUE 400/BX,,Inventory Part,,19.64,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,PRE-9061400,,PREMIER IMPLANT SCALER 5/PK,,Inventory Part,,74.03,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRE-9061401,,PREMIER IMPLANT SCALER UNIVERSAL 2/PK,,Inventory Part,,27.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRK-01-08,,PARKER AQUASONIC 100 ULTRASOUND TRANSMISSION GEL 0.25L 12/BX,,Inventory Part,,1.66,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRK-03-08,,PARKER AQUASONIC CLEAR ULTRASOUND GEL 0.25L 12/BX,,Inventory Part,,1.72,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRK-12-02,,PARKER SPECTRA 360 ELECTRODE GEL..2OZ 12/BX,,Inventory Part,,1.06,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,PRK-12-08,,PARKER SPECTRA 360 ELECTRODE GEL 8.5OZ 12/BX,,Inventory Part,,2.02,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,REV-21660307,,REVITALASH REVITABROW ADVANCED EYEBROW CONDITIONER 3ML,,Inventory Part,,38.70,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,REV-21660307#,,DAMAGED REVITALASH REVITABROW ADVANCED EYEBROW CONDITIONER 3ML,,Inventory Part,,38.70,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66000040,,SMITH/NEPHEW OPSITE FLEXIFIX TRANSPARENT FILM ROLL 5CM X 10M,,Inventory Part,,8.03,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66000041,,SMITH/NEPHEW OPSITE FLEXIFIX TRANSPARENT FILM ROL 10CM X 10M,,Inventory Part,,11.28,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66000317,,SMITH/NEPHEW PRIMAPORE ADHESIVE DRESSING 10CMX8CM 20/BX,,Inventory Part,,2.46,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66000318,,SMITH/NEPHEW PRIMAPORE ADHESIVE DRESSING 15CMX8CM 20/BX,,Inventory Part,,3.20,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66000319,,SMITH/NEPHEW PRIMAPORE ADHESIVE DRESSING 20CMX10CM 20/BX,,Inventory Part,,4.67,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66250707(E),,SMITH/NEPHEW CICA-CARE SILICONE WOUND DRESSING 12CMX15CM,,Inventory Part,,12.99,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66800269,,"SMITH/NEPHEW ALLEVYN GENTLE BORDER 7,5CM X 7,5CM 10/BX",,Inventory Part,,10.62,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66800270,,SMITH/NEPHEW ALLEVYN GENTLE BORDER DRESSING 4'X4' 10/BX,,Inventory Part,,13.53,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66800272,,SMITH/NEPHEW ALLEVYN GENTLE BORDER 12.5CMX12.5CM 10/BX,,Inventory Part,,19.71,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66800898,,SMITH/NEPHEW ALLEVYN GENTLE BORDER SACRUM DRESSING 10/BX,,Inventory Part,,34.11,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,S&N-66801068,,SMITH/NEPHEW ALLEVYN LIFE 12.9CM X 12.9COM 10/BX,,Inventory Part,,23.78,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SCI-OPT33W12,,SCICAN OPTIM 33 TB WIPES 6X7,,Inventory Part,,8.9416,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SCI-OPT33W12(X12),,SCICAN OPTIM 33 TB WIPES 6X7 12/PK,,Inventory Part,,107.30,,0.00,,Non,,Non,,0.00,,,,,,0.00,,Cs,,Case (cs),,
,,SDI-4002202,, SDI PERMITE CAPS FAST SET 2 SPILL 50/JAR,,Inventory Part,,58.65,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4002303,, SDI PERMITE CAPS REG SET 2 SPILL 50/JAR,,Inventory Part,,57.30,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4003202,, SDI PERMITE CAPS FAST SET 3 SPILL 50/BOX,,Inventory Part,,68.14,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4011222,, SDI PERMITE CAPS FAST SET 1 SPILL 500/PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4011323,, SDI PERMITE CAPS REG SET 1 SPILL 500/PACK,,Inventory Part,,323.94,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4012323,, SDI PERMITE CAPS REG SET 2 SPILL  500/PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4013303,, SDI PERMITE CAPS REG SET 3 SPILL 500/PACK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4022202,, SDI PERMITE CAPS FAST SET 2 SPILL 500/JAR,,Inventory Part,,533.74,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4023202,, SDI PERMITE CAPS FAST SET 3 SPILL 500/PACK,,Inventory Part,,589.57,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4402202,,SDI GS-80 CAPSULES 2 SPILL FAST SET 50/JAR,,Inventory Part,,46.05,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4402303,,SDI GS-80 CAPSULES 2 SPILL REGULAR SET 50/JAR,,Inventory Part,,41.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4403202,,SDI GS-80 CAPSULES 3 SPILL FAST SET 50/JAR,,Inventory Part,,46.23,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4403303,,SDI GS-80 CAPSULES 3 SPILL REGULAR SET 50/JAR,,Inventory Part,,46.23,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4411222,,SDI GS-80 CAPSULES 1 SPILL FAST SET ECON 500/BX,,Inventory Part,,187.85,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SDI-4411323,,SDI GS-80 CAPSULES 1 SPILL REGULAR SET ECON 500/BX,,Inventory Part,,189.02,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SDI-4412303,,SDI GS-80 CAPSULES 2 SPILL REGULAR SET ECON 50/BX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4412323,,SDI GS-80 CAPSULES 2 SPILL REGULAR SET ECON 500/BX,,Inventory Part,,262.99,,3.75,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SDI-4413303,,SDI GS-80 CAPSULES 3 SPILL REGULAR SET ECON 50/BX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4413323,,SDI GS-80 CAPSULES 3 SPILL REGULAR SET ECON 500/BX,,Inventory Part,,321.48,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SDI-4422202,,SDI GS-80 CAPSULES 2 SPILL FAST SET 500/JAR,,Inventory Part,,340.47,,10.26,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SDI-4422303,,SDI GS-80 CAPSULES 2 SPILL REGULAR SET 500/JAR,,Inventory Part,,259.24,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4423202,,SDI GS-80 CAPSULES 3 SPILL FAST SET 500/JAR,,Inventory Part,,413.29,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-4423303,,SDI GS-80 CAPSULES 3 SPILL REGULAR SET 500/JAR,,Inventory Part,,413.29,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7450001,,SDI GLACIER COMPULES A1 20/PK,,Inventory Part,,21.79,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7500001,,SDI WAVE SYRINGE DISPOSABLE TIPS 20/PK,,Inventory Part,,3.17,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7510102,,SDI WAVE SYRINGE A1,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7510203,,SDI WAVE SYRINGE A2,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7510304,,SDI WAVE SYRINGE A3,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7520003,,SDI WAVE COMPLETE COMPULE A2 20/BOX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7700218,,SDI POLA OFFICE 3 PATIENT-SET,,Inventory Part,,73.12,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SDI-7700256,,SDI POLA OFFICE 1 PATIENT-SET,,Inventory Part,,25.09,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SDI-7700357,,SDI POLA DAY MINI KIT 6%  4X1.3G,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7700359,,SDI POLA DAY SYRINGE KIT 6%  10X1.3G,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-7700361,,SDI POLA DAY  BULK KIT 6%  50 X1.3G,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SDI-8100045,,SDI SUPER ETCH SYRINGE KIT WITH TIPS 10 X2ML,,Inventory Part,,22.31,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SER-SIBV2-L,,SEROLA SACROILIAC BELT LARGE 40'-46',,Inventory Part,,16.26,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SER-SIBV2-M,,SEROLA SACROILIAC BELT MEDIUM 34'-40',,Inventory Part,,16.26,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SER-SIBV2-S,,SEROLA SACROILIAC BELT SMALL 30'-34',,Inventory Part,,16.26,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0046,,SHOFU DURA-GREEN STONES HP WH4,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0104,,SHOFU DURA-GREEN STONES FG FL2,,Inventory Part,,9.98,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0108,,SHOFU DURA-GREEN STONES FG RD2,,Inventory Part,,8.96,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0180,,SHOFU ONE GLOSS KIT,,Inventory Part,,33.69,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0182,,SHOFU ONEGLOSS MIDI PN,,Inventory Part,,24.54,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0211,,SHOFU DURA-WHITE STONES TC4 H,,Inventory Part,,9.65,,0.02,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-0240,,SHOFU DURA-WHITE STONES FG FL1,,Inventory Part,,8.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0241,,SHOFU DURA-WHITE STONES FG CN1,,Inventory Part,,8.99,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-0244,,SHOFU DURA-WHITE STONES FG FL2,,Inventory Part,,9.03,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-0247,,SHOFU DURA-WHITE STONES FG RD1,,Inventory Part,,8.99,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-0248,,SHOFU DURA-WHITE STONES FG RD2,,Inventory Part,,8.99,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-0271,,SHOFU BROWNIE KN7 HP,,Inventory Part,,23.37,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0403,,SHOFU BROWNIE MINI-POINT CA,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0413,,SHOFU BROWNIE MINI-POINT FG,,Inventory Part,,9.36,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-0414,,SHOFU GREENIE MINI-POINT FG,,Inventory Part,,9.96,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-0500,,SHOFU SUPER SNAP RAINBOW TECHIQUE KIT,,Inventory Part,,27.86,,0.00,,Non,,Non,,0.00,,0.00,,,,3.00,,ea,,each (ea),,
,,SHO-0816-1,,SHOFU ROBOT DIAMOND POINTS FG 0816,,Inventory Part,,12.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-1484,,SHOFU BEAUTIFUL FLOW TIPS NEEDLE 50/BX,,Inventory Part,,7.04,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-1752,,SHOFU BEAUTIFUL II TIPS A1,,Inventory Part,,29.47,,1.74,,Non,,Non,,0.00,,0.00,,,,1.00,,ea,,each (ea),,
,,SHO-1753,,SHOFU BEAUTIFIL II TIPS A2,,Inventory Part,,29.47,,0.00,,Non,,Non,,0.00,,0.00,,,,2.00,,ea,,each (ea),,
,,SHO-1754,,SHOFU BEAUTIFIL II TIPS A3,,Inventory Part,,29.47,,0.09,,Non,,Non,,0.00,,2.00,,,,0.00,,ea,,each (ea),,
,,SHO-1755,,SHOFU BEAUTIFUL II TIPS A3.5,,Inventory Part,,29.73,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-H413,,SHOFU BROWNIE MINI-POINTS FG 72/BX,,Inventory Part,,46.82,,0.01,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-HG22,,SHOFU DURA-GREEN STONES HP IC9 72/BOX,,Inventory Part,,44.74,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L501,,SHOFU SUPER SNAP DISKS POLISHING,,Inventory Part,,6.54,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L502,,SHOFU SUPER SNAP DISKS SUPERPOLISHING,,Inventory Part,,7.78,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L506,,SHOFU SUPER SNAP DISKS CONTOURING,,Inventory Part,,6.52,,0.01,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-L507,,SHOFU SUPER SNAP DISKS CONTOURING BLACK SSD,,Inventory Part,,6.52,,0.00,,Non,,Non,,0.00,,0.00,,,,9.00,,ea,,each (ea),,
,,SHO-L508,,SHOFU SUPER SNAP DISKS FINISHING,,Inventory Part,,7.23,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L509,,SHOFU SUPER SNAP DISKS FINISHING VIOLET SSU,,Inventory Part,,6.55,,0.00,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,SHO-L519,,SHOFU SUPER SNAP DISKS POLISHING DARK GREEN MINI,,Inventory Part,,6.55,,0.03,,Non,,Non,,0.00,,10.00,,,,0.00,,ea,,each (ea),,
,,SHO-L521,,SHOFU SUPER SNAP DISKS SUPER POLISHING  RED MINI,,Inventory Part,,6.55,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-L522,,SHOFU SUPER SNAP DISKS FINISHING  VIOLET MINI,,Inventory Part,,7.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L523,,SHOFU SUPER SNAP BUFF DISK,,Inventory Part,,9.49,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L524,,SHOFU SUPER-SNAP BUFF DISKS MINI 25/BX,,Inventory Part,,10.04,,0.53,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SHO-L525,,SHOFU SUPER SNAP STRIPS BLACK/VIOLET COARSE,,Inventory Part,,10.68,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L526,,SHOFU SUPER SNAP DISKS FINISHING  RED/GREEN FINE,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SHO-L528,,SHOFU SUPER SNAP DISKS FINISHING DS DARK VIOLET,,Inventory Part,,6.55,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SIR-6176510,,SIRONA XIOS SENSOR HOLDERS ANTERIOR BLUE 100/PK,,Inventory Part,,27.39,,1.58,,Non,,Non,,0.00,,0.00,,,,4.00,,ea,,each (ea),,
,,SIR-6176528,,SIRONA XIOS SENSOR HOLDERS POSTERIOR YELLOW 100/PK,,Inventory Part,,26.12,,0.07,,Non,,Non,,0.00,,0.00,,,,4.00,,ea,,each (ea),,
,,SIR-6176536,,SIRONA XIOS SENSOR HOLDERS BITEWING RED 100/PK,,Inventory Part,,31.23,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SOT-132126,,SOTHYS NUTRITIVE COMFORT CREAM 1.69 OZ,,Inventory Part,,21.37,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-140172,,SOTHYS HYDRATING CREAM 1.69 OZ,,Inventory Part,,23.41,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-140174,,SOTHYS HYDRATING GEL-CREAM 1.69 OZ,,Inventory Part,,23.41,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-140176,,SOTHYS HYDRATING SERUM 1.69 OZ,,Inventory Part,,23.41,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-151230,,SOTHYS HYDRA PROTECTIVE CREAM 1.69 OZ,,Inventory Part,,11.20,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-154131,,SOTHYS ACTIVE CREAM 1.69 OZ,,Inventory Part,,11.20,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-154231,,SOTHYS HYDRA MATT FLUID 1.69 OZ,,Inventory Part,,10.69,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-160172,,SOTHYS VITALITY CLEANSING MILK 6.7 OZ,,Inventory Part,,7.68,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-160174,,SOTHYS VITALITY LOTION 6.7 OZ,,Inventory Part,,7.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-160188,,SOTHYS MORNING CLEANSER 4.1 OZ,,Inventory Part,,10.69,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-160190,,SOTHYS PURIFYING FOAMING GEL CLEANSER 4.2 OZ,,Inventory Part,,9.16,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-160214,,SOTHYS MULTI ACTION EYE CONTOUR 0.5 OZ,,Inventory Part,,19.85,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-166130,,SOTHYS SECRETS DE SOTHYS CREAM 1.69 OZ,,Inventory Part,,50.89,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SOT-184330,,SOTHYS NOCTUELLE WITH AHA AND VIT C 1.69 OZ,,Inventory Part,,20.36,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-13004,,SS WHITE BURS FG4 (100/PK),,Inventory Part,,78.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-13088,,SS WHITE BURS FG GW6 (100/PK),,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-13091,,SS WHITE BURS GREAT WHITE CARBIDE FG557 100/PK,,Inventory Part,,141.39,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-13095,,SS WHITE BURS FG GW2 (100/PK),,Inventory Part,,141.39,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-13245,,SS WHITE BURS FG245 (100/PK),,Inventory Part,,80.82,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-13290,,SS WHITE BURS FG330S (100/PK),,Inventory Part,,88.43,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-13330,,SS WHITE BURS FG330 (100/PK),,Inventory Part,,88.56,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-13557,,SS WHITE BURS FG557 (100/PK),,Inventory Part,,80.82,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-13806,,SS WHITE BURS RA6 (100/PK),,Inventory Part,,87.94,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-14001-5,,SS WHITE BURS SURGICAL SL FG1 (5/PK),,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-14002-5,,SS WHITE BURS SURGICAL SL FG2 (5/PK),,Inventory Part,,7.83,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-14006-5,,SS WHITE BURS SURGICAL SL FG6 (5/PK),,Inventory Part,,7.83,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-14008-5,,SS WHITE BURS SURGICAL SL FG8 (5/PK),,Inventory Part,,7.83,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-14057-5,,SS WHITE BURS SURGICAL SL FG557 (5/PK),,Inventory Part,,7.83,,0.04,,Non,,Non,,0.00,,0.00,,,,2.00,,ea,,each (ea),,
,,SSW-14058-5,,SS WHITE BURS SURGICAL SL FG558 (5/PK),,Inventory Part,,7.83,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-14060-5,,SS WHITE BURS SURGICAL SL FG1558 (5/PK),,Inventory Part,,7.83,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-14074-5,,SS WHITE BURS SURGICAL SL FG1702 (5/PK),,Inventory Part,,7.37,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-14112-5,,SS WHITE BURS SURGICAL SL RA2 (5/PK),,Inventory Part,,7.83,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,SSW-14116-5,,SS WHITE BURS SURGICAL SL RA6 (5/PK),,Inventory Part,,7.84,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-14727,,SS WHITE BURS RA4 (10/PK),,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-14733,,SS WHITE BURS RA6 (10/PK),,Inventory Part,,9.61,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,SSW-14820,,SS WHITE BURS CARBIDE HP 1/4 10/PK,,Inventory Part,,9.27,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
