date,time,type,order id,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
2019-08-23,11:49:19 AM PDT,Order,702-7859183-0788241,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Woodbridge,Ontario,L4H2V8,31,-4.65,-3.81,16.26
2019-08-23,12:51:48 PM PDT,Order,701-6666227-9925048,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Montreal,Quebec,H2W 1Z3,72,-10.8,-6.11,29.15
2019-08-23,1:56:38 PM PDT,Order,702-9447826-1576246,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Stoney Creek,Ontario,L8G 2X4,78.99,-11.85,-6.11,29.15
2019-08-23,1:57:45 PM PDT,Order,702-3458164-3145003,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Otonabee,Ontario,K9J 6Y3,87.74,-13.16,-6.11,42.7
2019-08-23,1:59:06 PM PDT,Order,702-5942493-0920252,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Toronto,Ontario,M4X 1P9,72,-10.8,-6.11,29.15
2019-08-23,2:08:12 PM PDT,Order,702-2317650-4925825,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Toronto,Ontario,M6P 3B9,72,-10.8,-6.11,29.15
2019-08-23,2:25:26 PM PDT,Order,702-8091685-2250653,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Kincardine,Ontario,N2Z 1L7,9.99,-0.8,-3.81,2.67
2019-08-23,3:18:17 PM PDT,Order,701-1571097-3485812,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Charlottetown,Prince Edward Island,C1E 1V1,26,-3.9,-6.19,10.32
2019-08-23,4:28:48 PM PDT,Order,702-3969821-2789865,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",2,Verdun,Quebec,H4G 2S9,52.98,-6.36,-11.51,18
2019-08-23,4:34:49 PM PDT,Order,701-3720541-5535464,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Kaleden,BC,V0H 1K0,86.99,-13.05,-6.11,42.7
2019-08-23,5:19:56 PM PDT,Order,702-0592240-4621836,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,2,Yellowknife,NT,X1A 3R6,62,-9.3,-7.08,32.52
2019-08-23,5:30:52 PM PDT,Order,702-3056458-5509043,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Bonnyville,Alberta,T9N 1T5,86.99,-13.05,-6.11,42.7
2019-08-23,6:34:28 PM PDT,Order,702-2042552-9557846,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Sherbrooke,Quebec,J1N1B4,26.49,-3.18,-12.74,9
2019-08-23,7:15:18 PM PDT,Order,701-4216410-4764210,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Toronto,Ontario,M6G 1S3,30,-4.5,-6.19,10.32
2019-08-23,10:49:58 PM PDT,Order,701-2196977-0572256,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,St. Catharines,Ontario,L2M 6T7,9.99,-0.8,-3.81,2.67
2019-08-23,11:09:24 PM PDT,Order,702-0215321-8751448,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Vancouver,British Columbia,V6Z 3E3,78.99,-11.85,-6.11,29.15
2019-08-24,3:33:46 AM PDT,Order,702-4317007-3304224,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Edmonton,Alberta,T6K 0L9,78.99,-11.85,-6.11,29.15
2019-08-24,9:42:20 AM PDT,Order,702-2600394-7487468,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Mississauga,Ontario,L5M 6Z3,78.99,-11.85,-6.11,29.15
2019-08-24,9:42:23 AM PDT,Order,702-2910514-3736214,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,mississauga,ontario,L5C 4H3,78.99,-11.85,-6.11,29.15
2019-08-24,9:43:58 AM PDT,Order,702-8444605-5009036,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Halifax,Nova Scotia,B3J 3T2,78.99,-11.85,-6.11,29.15
2019-08-24,11:26:15 AM PDT,Order,702-4639524-6729001,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,ON,M4S 1T8,11.99,-0.96,-3.81,2.67
2019-08-24,12:00:42 PM PDT,Order,701-8561720-4128265,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Toronto,Ontario,M2J 2T9,31,-4.65,-3.81,16.26
2019-08-24,12:06:06 PM PDT,Order,701-2570866-0439425,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,St. Catharines,Ontario,L2N 5S7,11.99,-0.96,-6.56,2.67
2019-08-24,4:03:24 PM PDT,Refund,702-7573958-2398637,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,2,Toronto,Ontario,M4Y 2W4,-62,7.44,0,32.52
2019-08-24,4:27:28 PM PDT,Refund,702-1022674-5057814,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Newmarket,Ontario,L3Y0E4,-31,3.72,0,16.26
2019-08-24,5:30:08 PM PDT,Service Fee,,,NAN,SellerPayments_Report_Fee_Subscription,,,,,0,0,0,
2019-08-24,6:09:27 PM PDT,Order,701-7485573-4583434,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Vancouver,British Columbia,V6P 2B1,87.74,-13.16,-6.11,42.7
2019-08-24,8:03:42 PM PDT,Order,701-9670963-3890642,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,ON,M2L 2V3,11.99,-0.96,-3.81,2.67
2019-08-24,8:04:06 PM PDT,Order,701-5491642-2448266,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",2,Richmond Hill,Ontario,L4C 0J9,89.98,-10.8,-12.38,19.64
2019-08-24,10:48:18 PM PDT,Order,701-8102608-4092236,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",2,Nanaimo,British Columbia,V9S 5T4,52.98,-6.36,-18.7,18
2019-08-24,10:48:51 PM PDT,Order,701-3228338-8065032,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,White Rock,BC,V4B 2H4,11.99,-0.96,-3.54,2.67
2019-08-24,10:49:40 PM PDT,Order,701-9939906-7309831,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Halfmoon Bay,BC,V0N 1Y1,9.99,-0.8,-3.54,2.67
2019-08-24,10:57:13 PM PDT,Order,702-4535491-4177868,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Fort Erie,Ontario,L2A 3X8,11.99,-0.96,-11.71,2.67
2019-08-24,11:04:48 PM PDT,Order,701-5844207-1743402,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,3,Aurora,Ontario,L4G 0W6,93,-13.95,-11.42,48.78
2019-08-25,12:31:03 AM PDT,Order,702-1343324-2785806,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Edmonton,Alberta,T5L 0Y3,31,-4.65,-3.54,16.26
2019-08-25,12:35:34 AM PDT,Order,701-8132103-5516260,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Edmonton,Alberta,T6K 2W6,11.99,-0.96,-3.54,2.67
2019-08-25,12:55:27 AM PDT,Order,702-1479261-9728237,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Vancouver,British Columbia,V6E 4R3,78.99,-11.85,-6.11,29.15
2019-08-25,12:57:27 AM PDT,Order,701-8509812-6934664,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Langley,British Columbia,V3A 7P6,78.99,-11.85,-6.11,29.15
2019-08-25,12:57:45 AM PDT,Order,702-9619608-5171401,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,North Vancouver,British Columbia,V7L0C4,11.99,-0.96,-3.54,2.67
2019-08-25,3:32:20 AM PDT,Order,702-2737247-1501059,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Calgary,Alberta,T3E 8A8,11.99,-0.96,-3.54,2.67
2019-08-25,10:06:51 AM PDT,Order,702-9601759-7753858,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Carp,Ontario,K0A 1L0,86.99,-13.05,-6.11,42.7
2019-08-25,10:15:38 AM PDT,Order,702-3186960-2533833,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,New Denver,British Columbia,V0G 1S0,9.99,-0.8,-5.18,2.67
2019-08-25,10:15:48 AM PDT,Order,701-5073452-4037819,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,DRUMHELLER,AB,T0J 0Y0,44.99,-5.4,-5.75,9.82
2019-08-25,11:24:04 AM PDT,Order,702-4814510-9203461,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Toronto,Ontario,M4G 3Y9,78.99,-11.85,-6.11,29.15
2019-08-25,11:49:07 AM PDT,Order,701-3986677-1441812,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,TORONTO,Ontario,M1K 2N6,31,-4.65,-3.81,16.26
2019-08-25,1:41:54 PM PDT,Order,701-8698283-0771459,,OMR-BP785N,OMRON BP785N 10 Series Upper Arm Blood Pressure Monitor,1,Calgary,Alberta,T2X0R5,125,-15,-6.47,48.64
2019-08-25,3:20:11 PM PDT,Order,701-7331619-1123425,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,Ontario,M4L2E8,11.99,-0.96,-3.81,2.67
2019-08-25,3:57:24 PM PDT,Order,701-7440187-7526630,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,Ontario,M4K 3T1,11.99,-0.96,-3.81,2.67
2019-08-25,4:29:57 PM PDT,Order,701-3063322-8388226,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Kirkton,Ontario,N0K 1K0,30,-4.5,-5.75,10.32
2019-08-25,5:22:02 PM PDT,Order,701-7503215-1775400,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,KELOWNA,British Columbia,V1V 3C7,31,-4.65,-3.54,16.26
2019-08-25,7:33:45 PM PDT,Order,702-7935559-0095409,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",2,Toronto,Ontario,M6K 3E6,19.98,-1.6,-7.62,5.34
2019-08-25,10:27:28 PM PDT,Order,702-5779185-7889036,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,steinbach,MB,R5G 0G5,9.99,-0.8,-3.54,2.67
2019-08-25,10:51:46 PM PDT,Order,701-0550726-6032249,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Qualicum Beach,BC,V9K2P5,11.99,-0.96,-3.54,2.67
2019-08-25,10:52:51 PM PDT,Order,701-0065354-9349054,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Verdun,Quebec,H4G 2Y1,11.99,-0.96,-3.81,2.67
2019-08-26,12:20:18 AM PDT,Order,701-7075232-6565869,,OMR-BP785N,OMRON BP785N 10 Series Upper Arm Blood Pressure Monitor,1,Okotoks,Alberta,T1S 1T7,125,-15,-6.47,48.64
2019-08-26,12:31:34 AM PDT,Order,701-9761143-0509801,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Edmonton,Alberta,T6W 2K4,78.99,-11.85,-6.11,29.15
2019-08-26,6:21:23 AM PDT,Order,701-4865492-9525866,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,2,west vancouver,British Columbia,V7S 2H7,62,-9.3,-7.08,32.52
2019-08-26,7:24:31 AM PDT,Order,701-3134577-0745041,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Neepawa,Manitoba,R0J1H0,31,-4.65,-3.81,16.26
2019-08-26,9:06:06 AM PDT,Order,702-3215485-3480265,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Girardville,Quebec,G0W 1R0,39.99,-4.8,-6.19,9
2019-08-26,9:48:46 AM PDT,Order,702-3818466-3432261,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Toronto,Ontario,M4T 1E3,39.99,-4.8,-5.75,9
2019-08-26,9:51:22 AM PDT,Order,701-4767527-2549808,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Winnipeg,Manitoba,R3P 2B9,78.99,-11.85,-6.11,29.15
2019-08-26,10:08:16 AM PDT,Order,701-8715463-2085019,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Kimberley,BC,V1A 1Z1,39.99,-4.8,-5.75,9
2019-08-26,10:15:29 AM PDT,Order,701-2406444-5710618,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Ottawa,Ontario,K1N 0B6,31,-4.65,-3.81,16.26
2019-08-26,12:06:39 PM PDT,FBA Inventory Fee,vj8l0mt545,,NAN,FBA Removal Order: Return Fee,,,,,0,0,0,
2019-08-26,12:07:20 PM PDT,FBA Inventory Fee,vj8l0mt545,,NAN,FBA Removal Order: Return Fee,,,,,0,0,0,
2019-08-26,12:56:44 PM PDT,Order,701-5344294-8650660,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Etobicoke,ON,M9C 1Y6,11.99,-0.96,-4.44,2.67
2019-08-26,1:02:43 PM PDT,Order,701-3018650-3161017,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Saltspring Island,British Columbia,V8K 2G3,78.99,-11.85,-6.11,29.15
2019-08-26,1:04:49 PM PDT,Order,701-4169707-0366635,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Ottawa,Ontario,K4A 3G9,39.99,-4.8,-5.75,9
2019-08-26,1:17:38 PM PDT,Order,702-4338989-9917811,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Saint-Augustin-De-Desmaures,Quebec,G3A 2C1,78.99,-11.85,-6.11,29.15
2019-08-26,2:21:04 PM PDT,Order,702-8602545-0519405,,OMR-BP785N,OMRON BP785N 10 Series Upper Arm Blood Pressure Monitor,1,Guelph,Ontario,N1G 4J4,125,-15,-6.47,48.64
2019-08-26,2:22:02 PM PDT,Order,701-7425981-7118600,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Milton,Ontario,L9E 0M4,39.99,-4.8,-5.75,9
2019-08-26,2:23:21 PM PDT,Order,701-9848189-4590661,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,2,TORONTO,ON,M3H 5J9,62,-9.3,-13.54,32.52
2019-08-26,2:23:44 PM PDT,Order,702-1502412-7202610,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Richmond Hill,Ontario,L4B 0A9,31,-4.65,-3.54,16.26
2019-08-26,2:25:23 PM PDT,Order,701-6293822-2656235,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Albany,Prince Edward Island,C0B 1A0,11.99,-0.96,-3.54,2.67
2019-08-26,2:36:38 PM PDT,Order,702-8389595-2373800,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Quebec,Quebec,G1V 3V6,39.99,-4.8,-5.75,9
2019-08-26,3:19:14 PM PDT,Order,702-3803564-3057813,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,toronto,ontario,M6B 2X9,11.99,-0.96,-3.81,2.67
2019-08-26,4:20:27 PM PDT,Order,702-9007890-8262654,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Joliette,Québec,J6E 3Z1,78.99,-11.85,-6.11,29.15
2019-08-26,4:23:11 PM PDT,Order,702-8147860-6631417,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Regina,Saskatchewan,S4S 5W1,78.99,-11.85,-6.11,29.15
2019-08-26,4:29:15 PM PDT,Order,701-4889344-5366608,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Ottawa,Ontario,K1G 4G3,78.99,-11.85,-6.11,29.15
2019-08-26,4:41:51 PM PDT,Order,702-5044699-3498635,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Spruce Grove,AB,T7X 3T6,31,-4.65,-3.54,16.26
2019-08-26,5:06:16 PM PDT,Order,702-3365336-8784246,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Pickering,Ontario,L1V1N2,11.99,-0.96,-3.81,2.67
2019-08-26,6:33:51 PM PDT,Order,701-5311382-7957037,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Halifax,Nova Scotia,B3M 4T5,31,-4.65,-3.54,16.26
2019-08-26,9:23:48 PM PDT,Order,701-1765376-6798655,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,North York,Ontario,M3C 3Z5,31,-4.65,-3.81,16.26
2019-08-26,9:56:54 PM PDT,Order,702-0838666-1221811,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Scarborough,Ontario,M1W 3A7,31,-4.65,-3.81,16.26
2019-08-26,10:48:05 PM PDT,Order,701-0755001-4144245,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Nanaimo,British Columbia,V9S 1H8,78.99,-11.85,-6.11,29.15
2019-08-26,10:49:12 PM PDT,Order,702-4779301-0925832,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Richmond,British Columbia,V6X 2C7,78.99,-11.85,-6.11,29.15
2019-08-26,11:13:24 PM PDT,Order,701-4119874-9946631,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,North York,Ontario,M2J 2W7,31,-4.65,-3.81,16.26
2019-08-27,12:20:48 AM PDT,Order,701-0407239-0997061,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,2,edmonton,Alberta,T6N 1B6,62,-9.3,-7.08,32.52
2019-08-27,12:22:27 AM PDT,Order,701-6472094-6053825,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Delta,British Columbia,V3M 5R1,11.99,-0.96,-3.54,2.67
2019-08-27,3:18:07 AM PDT,Order,702-8762897-3053803,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Calgary,AB,T3M 0J2,39.99,-4.8,-5.75,9
2019-08-27,9:45:33 AM PDT,Order,702-3355257-2873043,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Winnipeg,Manitoba,R2V 4W9,31,-4.65,-3.54,16.26
2019-08-27,9:50:45 AM PDT,Order,701-4416030-1471410,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Guelph,Ontario,N1G 0E3,11.99,-0.96,-3.54,2.67
2019-08-27,10:04:15 AM PDT,Order,701-3062978-0362630,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Amherstburg,ON,N9V 3G1,72,-10.8,-6.38,29.15
2019-08-27,10:42:49 AM PDT,Order,702-8895918-1227454,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Barrie,Ontario,L4M 2A1,72,-10.8,-6.87,29.15
2019-08-27,10:42:53 AM PDT,Order,702-3866861-9157065,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,MISSISSAUGA,Ontario,L4T 3M3,86.4,-12.96,-6.87,42.7
2019-08-27,11:38:31 AM PDT,Order,702-7583033-5317023,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Toronto,Ontario,M9A 2E2,31,-4.65,-3.81,16.26
2019-08-27,12:15:17 PM PDT,Order,702-7162739-6827452,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Newmarket,Ontario,L3Y 2W4,78.99,-11.85,-6.87,29.15
2019-08-27,12:15:42 PM PDT,Order,701-1179572-1701009,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,bradford,Ontario,L3Z 3C9,72,-10.8,-6.87,29.15
2019-08-27,1:02:01 PM PDT,Order,701-3704847-7637837,,OMR-BP785N,OMRON BP785N 10 Series Upper Arm Blood Pressure Monitor,1,Acton,Ontario,L7J 3B1,125,-15,-6.83,48.64
2019-08-27,1:07:43 PM PDT,Order,702-0673547-1026610,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Olds,Alberta,T4H 1E6,11.99,-0.96,-3.54,2.67
2019-08-27,1:18:05 PM PDT,Order,701-7062430-2490665,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Thunder Bay,Ontario,P7B3A6,11.99,-0.96,-3.54,2.67
2019-08-27,2:10:47 PM PDT,Order,702-5331107-3927401,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Sorel-Tracy,Quebec,J3P 6H7,11.99,-0.96,-3.54,2.67
2019-08-27,2:13:30 PM PDT,Order,702-0783399-7950666,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,LAVAL,QC,H7X 3P9,11.99,-0.96,-7.79,2.67
2019-08-27,2:16:02 PM PDT,Order,701-0391260-5230642,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Hamilton,Ontario,L8S 1J5,31,-4.65,-7.79,16.26
2019-08-27,2:16:45 PM PDT,Order,701-1572383-7554657,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Toronto,Ontario,M5B 2K7,39.99,-4.8,-5.75,9
2019-08-27,2:18:31 PM PDT,Order,702-5340321-4038668,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,Halifax,Nova Scotia,B3L 4P1,60,-9,-11.51,20.64
2019-08-27,2:18:39 PM PDT,Order,701-0506710-5544238,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Toronto,Ontario,M1S 5T1,31,-4.65,-7.79,16.26
2019-08-27,2:24:04 PM PDT,Order,701-9128203-9277045,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Limoges,Ontario,K0A 2M0,87.74,-13.16,-6.87,42.7
2019-08-27,2:24:10 PM PDT,Order,702-9404407-0244267,,OMR-BP785N(B),Omron 10 Series Upper Arm Blood Pressure Monitor with Wide-Range ComFit Cuff (BP785N),1,ARNPRIOR,ON,K7S 1S0,125,-18.75,-7.82,0
