date,time,type,order id,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees
07-Dec-18,11:49:21 PM PST,Order,112-9613330-9837012,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,MOORHEAD,MN,56560-7047,29.49,-4.42,-3.19
08-Dec-18,12:01:38 AM PST,Order,111-7670041-6791455,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",1,BUCYRUS,OH,44820-9114,14.2,-1.7,-3.19
08-Dec-18,12:02:54 AM PST,Order,114-0476361-3237048,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,ARMONK,NY,10504-1337,9.6,-1.15,-3.19
08-Dec-18,12:26:38 AM PST,Order,113-4387212-7255432,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,BRENTWOOD,CA,94513-7164,19,-17.1,-3.19
08-Dec-18,12:26:38 AM PST,Order,113-4387212-7255432,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",4,BRENTWOOD,CA,94513-7164,76,0,-12.76
08-Dec-18,12:26:38 AM PST,Order,113-4387212-7255432,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,BRENTWOOD,CA,94513-7164,19,0,-3.19
08-Dec-18,12:31:27 AM PST,Adjustment,,MOL-1438-1,FBA Inventory Reimbursement - Damaged:Warehouse,1,,,,0,0,0
08-Dec-18,1:02:05 AM PST,Refund,113-0414069-7691450,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,SCOTTSDALE,AZ,85262-3354,-17.21,2.06,0
08-Dec-18,1:03:20 AM PST,Order,113-1198471-0817811,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,ALBUQUERQUE,NM,87111-6804,9.59,-1.15,-3.19
08-Dec-18,1:26:33 AM PST,Order,114-4938258-3296208,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,LONGWOOD,FL,32750-6807,14.63,-2.19,-2.41
08-Dec-18,1:27:33 AM PST,Order,111-7827819-0433824,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,Boone,NC,28607,17.21,-2.58,-3.19
08-Dec-18,1:30:51 AM PST,Order,112-2673250-3324225,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Berkeley,IL,60163-1522,9.6,-1.15,-3.19
08-Dec-18,1:35:52 AM PST,Order,113-9082879-7085034,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,FOLSOM,PENNSYLVANIA,19033-2209,10.44,-1.25,-3.19
08-Dec-18,2:27:55 AM PST,Order,112-6356333-5809812,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,SAYLORSBURG,PA,18353-9804,38,-5.7,-6.38
08-Dec-18,2:37:55 AM PST,Order,113-1285220-4066619,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,HASKELL,TX,79521-8428,9.6,-1.15,-3.19
08-Dec-18,3:22:26 AM PST,Order,112-2252378-3374643,MOL-1451,"Tubigrip Size D Tubular Bandage 10M Box Beige (3x32.81')""",1,KENOSHA,WI,53144-2436,20.01,-2.4,-4.71
08-Dec-18,3:22:26 AM PST,Order,114-8230857-4674644,WEL-52432-U,"Welch Allyn Universal Kleenspec Pediatric Disposable Ear Specula for Diagnostic Otoscopes, 850 Count",1,Frisco,TX,75034,34.98,-5.25,-4.71
08-Dec-18,5:58:05 AM PST,Order,111-0077861-5987463,3MM-2866(1),"3M Healthcare Medipore H Hypoallergenic Soft Cloth Surgical Tape, 6 Inch x 10 Yards (1/Roll)",1,NORTH HAMPTON,NH,03862-2000,12.47,-1.87,-3.19
08-Dec-18,7:14:49 AM PST,Order,111-8892583-2912247,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,Scarsdale,NY,10583-5419,29.49,-4.42,-3.19
08-Dec-18,7:22:36 AM PST,Order,113-3619235-0057855,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,KATHLEEN,GA,31047-3003,9.55,-1.15,-3.19
08-Dec-18,7:34:28 AM PST,Order,113-2626991-4948250,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,SUPERIOR,WI,54880-4928,19,-2.85,-3.19
08-Dec-18,7:58:21 AM PST,Order,114-3950089-1281810,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,BECKER,MN,55308-8939,17.22,-2.58,-3.19
08-Dec-18,8:27:57 AM PST,Order,111-0854321-6796268,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,CORNVILLE,AZ,86325-4851,9.6,-1.15,-3.19
08-Dec-18,9:37:09 AM PST,Order,114-2365401-0519415,MOL-281200-1,Molynlycke -Mepilex Border Lite - 3x3 - Box of 5,1,NEW YORK,NY,10031-5002,15.5,-2.33,-3.19
08-Dec-18,10:22:45 AM PST,Order,111-2438515-0065066,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,Orangeburg,South Carolina,29115,17.22,-7.74,-3.19
08-Dec-18,10:22:45 AM PST,Order,111-2438515-0065066,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",2,Orangeburg,South Carolina,29115,34.44,0,-6.38
08-Dec-18,11:14:01 AM PST,Order,113-9368513-4675430,3MM-R1547(50 Pack),"3M Steri-Strip Adhesive Skin Closures (Reinforced) 1/2"" x 4"" Box: 50",4,PORTLAND,OR,97230-4983,113.12,-16.96,-12.76
08-Dec-18,11:41:51 AM PST,Order,114-6058820-2326612,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,FERNDALE,MI,48220-1176,38,-17.1,-6.38
08-Dec-18,11:41:51 AM PST,Order,114-6058820-2326612,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",4,FERNDALE,MI,48220-1176,76,0,-12.76
08-Dec-18,11:44:06 AM PST,Order,114-4340439-9361801,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,MECHANICSVILLE,VIRGINIA,23111-4551,17.21,-2.58,-3.19
08-Dec-18,11:53:45 AM PST,Order,111-2748053-7390627,MOL-1437-1,"Tubigrip, Natural, Size D, 3 inch diameter",1,Monticello,Arkansas,71655,23.75,-7.12,-4.71
08-Dec-18,11:53:45 AM PST,Order,111-2748053-7390627,MOL-1437-1,"Tubigrip, Natural, Size D, 3 inch diameter",1,Monticello,Arkansas,71655,23.75,0,-4.71
08-Dec-18,12:22:24 PM PST,Order,113-7168064-4499467,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Suffolk,VA,23434,9.6,-1.15,-3.19
08-Dec-18,12:31:20 PM PST,Order,112-5051584-4449804,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,COLSTRIP,MT,59323-9623,17.3,-2.6,-3.19
08-Dec-18,12:36:22 PM PST,Order,113-5545900-7151442,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,TAMPA,FL,33647,17.21,-2.58,-3.19
08-Dec-18,12:45:20 PM PST,Order,113-0886661-2537054,3MM-R1547(50 Pack),"3M Steri-Strip Adhesive Skin Closures (Reinforced) 1/2"" x 4"" Box: 50",1,THIBODAUX,LA,70301-4862,28.28,-4.24,-3.19
08-Dec-18,1:23:50 PM PST,Order,113-0143729-1562622,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,GERMANTOWN,WI,53022-5656,9.6,-1.15,-3.19
08-Dec-18,1:27:19 PM PST,Order,112-2517839-0273809,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,ALTAMONTE SPRINGS,FL,32701-6504,19.5,-2.93,-3.19
08-Dec-18,2:17:12 PM PST,Order,114-2320628-5879436,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",1,UNIONVILLE,CT,06085-1219,33,-3.96,-4.71
08-Dec-18,2:55:59 PM PST,Order,112-0071555-2993805,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,MATTHEWS,IN,46957-1221,17.21,-2.58,-3.19
08-Dec-18,3:22:51 PM PST,Order,111-4857327-0671407,3MM-1527-1-12,"3M Transpore Tape 1"" x 10 yd Box of 12",1,BRONX,NEW YORK,10451-5601,10.97,-1.65,-4.71
08-Dec-18,3:36:31 PM PST,Order,112-9049147-9410649,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,WYOMISSING,PA,19610-1134,20.15,-2.42,-4.71
08-Dec-18,3:46:25 PM PST,Order,112-7254483-1853811,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",5,Oakland,CA,94611-5627,95,-14.25,-15.95
08-Dec-18,4:28:43 PM PST,Order,112-5755383-9837012,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,Lebanon,Illinois,62254,17.21,-2.58,-3.19
08-Dec-18,5:04:52 PM PST,Order,114-5300341-4010614,3MM-2866(1),"3M Healthcare Medipore H Hypoallergenic Soft Cloth Surgical Tape, 6 Inch x 10 Yards (1/Roll)",1,marion,ma,2738,12.47,-1.87,-3.19
08-Dec-18,5:34:39 PM PST,Order,114-6775024-6591424,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,SUNNYVALE,CA,94089-2601,29.49,-4.42,-3.19
08-Dec-18,5:44:00 PM PST,Order,111-4349075-1309039,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,MURRYSVILLE,PA,15668-8011,17.21,-2.58,-3.19
08-Dec-18,6:24:02 PM PST,Order,111-2137046-0946651,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,SANTA CLARA,CA,95051-5187,32.95,-4.94,-3.19
08-Dec-18,7:27:53 PM PST,Order,113-6733066-6796233,3M-2113R,"3M Littmann 2113R Classic II Pediatric Stethoscope, Red, 28 inch",1,Nashville,TN,37205-3714,74.99,-9,-3.19
08-Dec-18,8:09:40 PM PST,Order,114-6779644-1621845,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,RESEDA,CA,91335-1955,17.21,-2.58,-3.19
08-Dec-18,8:10:47 PM PST,Order,114-7782446-7028229,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Akron,OH,44301-1109,19,-2.85,-3.19
08-Dec-18,8:13:27 PM PST,Order,113-8123416-7747466,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,STAMFORD,CT,06905-4007,17.21,-2.58,-3.19
08-Dec-18,8:26:53 PM PST,Order,111-4862132-9974649,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,DRAPER,UT,84020-8797,9.45,-1.13,-3.19
08-Dec-18,8:49:39 PM PST,Order,111-0683020-8422639,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,CORAL GABLES,FL,33134-3939,17.21,-5.16,-3.19
08-Dec-18,8:49:39 PM PST,Order,111-0683020-8422639,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,CORAL GABLES,FL,33134-3939,17.21,0,-3.19
08-Dec-18,8:59:24 PM PST,Order,111-2211168-2312246,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",2,COCKEYSVILLE,MD,21030-3942,35.7,-5.36,-6.38
08-Dec-18,9:37:02 PM PST,Order,113-0149466-9883409,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,2,SOUTH HACKENSACK,NJ,7606,65.9,-9.88,-6.38
08-Dec-18,9:38:10 PM PST,Order,113-8442459-0607459,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,CHRISTIANSBURG,VA,24073-1485,9.6,-1.15,-3.19
08-Dec-18,10:14:37 PM PST,Adjustment,114-9828662-0455409,SOT-140176,FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0
08-Dec-18,10:50:49 PM PST,Order,113-5971832-5657019,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Grifton,NC,28530,19,-2.85,-3.19
08-Dec-18,10:51:31 PM PST,Order,114-9313412-2246640,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,GOLD CANYON,AZ,85118,9.45,-1.13,-3.19
08-Dec-18,11:13:35 PM PST,Order,114-6226111-4247440,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,OAKLAND,CA,94605-1434,9.6,-1.15,-3.19
08-Dec-18,11:39:03 PM PST,Order,113-6517574-2014642,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",3,EUHARLEE,GA,30145-2762,51.6,-7.74,-9.57
08-Dec-18,11:48:16 PM PST,Order,112-5403768-1640251,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,INDIANAPOLIS,IN,46234-1516,20.15,-4.84,-4.71
08-Dec-18,11:48:16 PM PST,Order,112-5403768-1640251,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,INDIANAPOLIS,IN,46234-1516,20.15,0,-4.71
08-Dec-18,11:50:21 PM PST,Order,113-9656949-2067441,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,SULPHUR SPGS,TX,75482-0438,9.55,-1.15,-3.19
09-Dec-18,12:00:25 AM PST,Order,111-4154102-0731469,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",4,HERMISTON,OR,97838-2560,41.76,-7.5,-12.76
09-Dec-18,12:00:25 AM PST,Order,111-4154102-0731469,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",2,HERMISTON,OR,97838-2560,20.88,0,-6.38
09-Dec-18,12:54:10 AM PST,Order,111-3727351-6067449,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Placerville,CA,95667-5900,9.55,-1.15,-3.19
09-Dec-18,1:52:04 AM PST,Order,114-6851791-4494649,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,MIAMI,FL,33143-4843,29.09,-4.36,-3.19
09-Dec-18,1:53:28 AM PST,Adjustment,114-0385559-4295422,MDL-NON80328,FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0
09-Dec-18,1:54:56 AM PST,Order,111-1248128-2368236,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,Ashtabula,OH,44004-9753,17.21,-2.58,-3.19
09-Dec-18,2:24:48 AM PST,Order,114-7322455-6776239,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,FARMINGTON,MN,55024-7808,9.45,-1.13,-3.19
09-Dec-18,2:27:58 AM PST,Order,113-2746010-6489007,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1,SOUTH HACKENSACK,NJ,07606-1416,29.09,-4.36,-3.19
09-Dec-18,3:50:15 AM PST,Order,113-4431750-0386654,MOL-1451,"Tubigrip Size D Tubular Bandage 10M Box Beige (3x32.81')""",1,NICEVILLE,FL,32578-9735,20.01,-2.4,-4.71
09-Dec-18,3:51:27 AM PST,Order,114-7549657-2947452,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,LAS VEGAS,NV,89144-4206,9.4,-1.13,-3.19
09-Dec-18,5:56:02 AM PST,Order,113-3812334-1689863,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,NEW YORK,NY,10028-8028,9.53,-1.14,-3.19
09-Dec-18,7:04:16 AM PST,Order,111-4480137-9069841,MOL-281200-1,Molynlycke -Mepilex Border Lite - 3x3 - Box of 5,1,GRAND RAPIDS,MI,49504-8106,15.5,-2.33,-3.19
09-Dec-18,9:25:09 AM PST,Order,114-9186540-3063428,SOT-140172,Sothys Hydra3Ha Hydrating Youth Creme - 1.69 oz,2,LAFAYETTE HILL,PA,19444-2225,75.46,-11.32,-6.38
09-Dec-18,9:30:57 AM PST,Order,113-1217819-2727402,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,LEAD,SD,57754-1401,9.4,-1.13,-3.19
09-Dec-18,9:57:34 AM PST,Refund,114-5109056-5509809,SOT-160174,Sothys Vitality Lotion - 6.7 oz,1,DUBAI,DUBAI,0,0,0,0
09-Dec-18,10:12:59 AM PST,Order,113-3899066-9113836,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,Shingle Springs,CA,95682,17.21,-2.58,-3.19
09-Dec-18,10:15:11 AM PST,Order,113-1950406-8763414,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,QUITMAN,TX,75783-5227,20.15,-2.42,-4.71
09-Dec-18,10:27:15 AM PST,Order,111-1273073-7006601,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,Sunland,CA,91040,17.21,-2.58,-3.19
09-Dec-18,10:35:06 AM PST,Order,112-4144616-7666604,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",4,Dacula,GA,30019-7915,131.92,-15.84,-18.84
09-Dec-18,11:48:38 AM PST,Order,114-5382039-4692253,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,NEW YORK,NY,10003-6441,9.43,-1.13,-3.19
09-Dec-18,12:09:17 PM PST,Refund,112-4066914-9014609,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,BROOKSHIRE,TEXAS,77423-1985,-79,7.58,0
09-Dec-18,12:30:12 PM PST,Order,113-7216481-5475461,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,GOODYEAR,AZ,85395-7805,20.15,-2.42,-4.71
09-Dec-18,12:52:39 PM PST,Order,113-6089565-6725040,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,VAIL,AZ,85641-6518,19,-2.85,-9.42
09-Dec-18,12:56:08 PM PST,Order,111-5183628-3045034,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Houston,TX,77040,9.6,-1.15,-3.19
09-Dec-18,1:11:20 PM PST,Order,114-4377136-2543441,SOT-140176,Sothys Hydra3Ha Intensive Hydrating Serum - 1.69 oz,1,SAN LUIS OBISPO,CA,93401-8327,32.95,-4.94,-3.19
09-Dec-18,1:26:18 PM PST,Order,112-6740675-2160214,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,MILWAUKEE,WI,53224-2126,20.15,-2.42,-4.71
09-Dec-18,1:30:10 PM PST,Order,114-4242963-1661816,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",2,Mesa,AZ,85205,40.3,-4.84,-9.42
09-Dec-18,1:35:20 PM PST,Order,113-5496568-9000268,WEL-52432-U,"Welch Allyn Universal Kleenspec Pediatric Disposable Ear Specula for Diagnostic Otoscopes, 850 Count",1,Bloomfield,NJ,7003,34.98,-5.25,-4.71
09-Dec-18,1:38:07 PM PST,Order,111-5847707-1301867,SOT-154131,Sothys Active Cream,1,BROOKLYN,NY,11224-1304,19.05,-2.86,-3.19
09-Dec-18,1:38:07 PM PST,Order,111-5847707-1301867,SOT-140172,Sothys Hydra3Ha Hydrating Youth Creme - 1.69 oz,1,BROOKLYN,NY,11224-1304,37.73,-5.66,-3.19
09-Dec-18,2:34:14 PM PST,Order,113-3552416-3746658,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",1,GERRARDSTOWN,WV,25420-0129,32.98,-3.96,-4.71
09-Dec-18,2:49:48 PM PST,Order,111-7542530-5191467,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,PARKLAND,FL,33067-3332,17.72,-2.66,-3.19
09-Dec-18,3:03:30 PM PST,Order,114-8014751-9981810,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,THOMASBORO,ILLINOIS,61878-9630,17.19,-2.58,-3.19
09-Dec-18,3:36:42 PM PST,Order,112-8673126-4872207,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Newberg,OR,97132-7046,9.4,-1.13,-3.19
09-Dec-18,3:38:17 PM PST,Order,114-0087770-9049859,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,THIELLS,NY,10984-1635,17.22,-2.58,-3.19
09-Dec-18,4:05:09 PM PST,Order,111-3510517-1458621,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,KITTY HAWK,NC,27949-3113,9.45,-1.13,-3.19
09-Dec-18,4:26:09 PM PST,Order,111-2631646-4432235,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,WATERLOO,IA,50703-9101,17.16,-2.57,-3.19
09-Dec-18,4:30:07 PM PST,Order,113-1384879-7333009,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,PASADENA,CA,91103-3536,9.41,-1.13,-3.19
09-Dec-18,4:49:26 PM PST,Order,112-7632145-6624211,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,WOODLAND PARK,COLORADO,80863-8421,17.2,-2.58,-3.19
09-Dec-18,5:24:55 PM PST,Order,112-4144616-7666604,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",2,Dacula,GA,30019-7915,65.96,-7.92,-9.42
09-Dec-18,5:27:06 PM PST,Order,111-6098646-0027431,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,CAMP VERDE,AZ,86322,17.17,-2.58,-3.19
09-Dec-18,5:43:28 PM PST,Order,111-5729252-2080267,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,OAKFORD,IL,62673-7552,17.22,-2.58,-3.19
09-Dec-18,6:32:10 PM PST,Order,113-7082387-7775460,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,CHESAPEAKE BEACH,MD,20732-4660,9.55,-1.15,-3.19
09-Dec-18,6:33:03 PM PST,Order,113-3832458-9957022,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,ROCKWALL,TX,75087-8401,17.22,-2.58,-3.19
09-Dec-18,8:34:59 PM PST,Order,113-4746541-8615419,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,BONDURANT,IA,50035-1394,9.4,-1.13,-3.19
09-Dec-18,8:35:34 PM PST,Order,113-5458423-2948230,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,MOKELUMNE HILL,CA,95245-9683,9.6,-1.15,-3.19
09-Dec-18,8:48:45 PM PST,Order,114-9110297-5153009,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,Jerusalem,,9540211,17.21,-2.58,-7.41
09-Dec-18,8:53:54 PM PST,Order,113-3159046-4715405,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,DENTON,TX,76205-8900,9.21,-1.11,-3.19
09-Dec-18,9:11:55 PM PST,Order,111-4720950-6437835,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,VENTURA,CA,93004-2136,17.16,-2.57,-3.19
09-Dec-18,9:14:54 PM PST,Order,113-5367532-4857051,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,PHILADELPHIA,PA,19114-1948,9.45,-1.13,-3.19
09-Dec-18,9:15:50 PM PST,Order,112-5560245-6052221,MOL-1451,"Tubigrip Size D Tubular Bandage 10M Box Beige (3x32.81')""",1,GLENDALE,AZ,85303-6148,20.01,-2.4,-4.71
09-Dec-18,9:21:30 PM PST,Order,112-9541058-2258618,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,COLUMBUS,KS,66725-0241,17.11,-2.57,-3.19
09-Dec-18,9:48:36 PM PST,Order,114-4809976-0876225,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,LAMAR,CO,81052-3244,9.4,-1.13,-3.19
09-Dec-18,10:21:12 PM PST,Order,112-0646505-0661035,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",1,Honolulu,HI,96817,14.2,-1.7,-3.19
09-Dec-18,10:27:25 PM PST,Order,111-3723415-0697055,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,ABINGTON,PA,19001-2810,20.14,-2.42,-4.71
09-Dec-18,10:54:53 PM PST,Order,113-7235887-9157863,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",2,DERRY,NH,03038-5378,28.4,-3.4,-6.38
09-Dec-18,11:14:57 PM PST,Order,112-3149475-3410635,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,SURPRISE,AZ,85374-7430,17.16,-5.14,-3.19
09-Dec-18,11:14:57 PM PST,Order,112-3149475-3410635,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,SURPRISE,AZ,85374-7430,17.16,0,-3.19
09-Dec-18,11:36:18 PM PST,Order,111-0133785-5659436,3M-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1,PLEASANTON,CA,94566-1167,17.21,-2.58,-3.19
09-Dec-18,11:47:47 PM PST,Order,114-0065900-3639414,SOT-140172,Sothys Hydra3Ha Hydrating Youth Creme - 1.69 oz,1,FRESNO,CA,93711-2317,37.73,-11.32,-3.19
09-Dec-18,11:47:47 PM PST,Order,114-0065900-3639414,SOT-140172,Sothys Hydra3Ha Hydrating Youth Creme - 1.69 oz,1,FRESNO,CA,93711-2317,37.73,0,-3.19
09-Dec-18,11:56:33 PM PST,Order,114-8014751-9981810,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,THOMASBORO,ILLINOIS,61878-9630,17.19,-2.58,-3.19
10-Dec-18,12:11:36 AM PST,Adjustment,,SOT-160190,FBA Inventory Reimbursement - Lost:Warehouse,1,,,,0,0,0
10-Dec-18,12:26:03 AM PST,Order,113-3998323-7993020,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Dillsburg,PA,17019,9.4,-1.13,-3.19
